Item id,Price
1,Price1
2,Base_Price
3,Base_Price
4,Base_Price
5,Price4
6,Base_Price
7,Base_Price
8,Price1
9,Base_Price
10,Price3
11,Price1
12,Base_Price
13,Price3
14,Price4
15,Base_Price
16,Price2
17,Price1
18,Base_Price
19,Price2
20,Base_Price
21,Price3
22,Price2
23,Price3
24,Base_Price
25,Price1
26,Base_Price
27,Base_Price
28,Base_Price
29,Base_Price
30,Price1
31,Price1
32,Price3
33,Price1
34,Price3
35,Base_Price
36,Price1
37,Base_Price
38,Price4
39,Base_Price
40,Base_Price
41,Price1
42,Base_Price
43,Base_Price
44,Price1
45,Price4
46,Price1
47,Base_Price
48,Base_Price
49,Base_Price
50,Base_Price
51,Base_Price
52,Price3
53,Base_Price
54,Price1
55,Price3
56,Price1
57,Base_Price
58,Base_Price
59,Price4
60,Base_Price
61,Price1
62,Base_Price
63,Price1
64,Price1
65,Price3
66,Base_Price
67,Price4
68,Base_Price
69,Price4
70,Base_Price
71,Base_Price
72,Price1
73,Price4
74,Price1
75,Price1
76,Price1
77,Price1
78,Base_Price
79,Price3
80,Price1
81,Base_Price
82,Price4
83,Base_Price
84,Price1
85,Price1
86,Price3
87,Base_Price
88,Base_Price
89,Base_Price
90,Price1
91,Base_Price
92,Base_Price
93,Price1
94,Price1
95,Base_Price
96,Price2
97,Price1
98,Base_Price
99,Price2
100,Price1
101,Base_Price
102,Price1
103,Base_Price
104,Base_Price
105,Price1
106,Price1
107,Price1
108,Price4
109,Base_Price
110,Price1
111,Price1
112,Price1
113,Base_Price
114,Price3
115,Price4
116,Base_Price
117,Base_Price
118,Base_Price
119,Price2
120,Price1
121,Base_Price
122,Price2
123,Base_Price
124,Base_Price
125,Base_Price
126,Base_Price
127,Base_Price
128,Base_Price
129,Base_Price
130,Base_Price
131,Price1
132,Base_Price
133,Base_Price
134,Price2
135,Price1
136,Price1
137,Price3
138,Base_Price
139,Base_Price
140,Price1
141,Price2
142,Price1
143,Price1
144,Base_Price
145,Price1
146,Price4
147,Base_Price
148,Base_Price
149,Base_Price
150,Base_Price
151,Price1
152,Price1
153,Base_Price
154,Price1
155,Price1
156,Base_Price
157,Price4
158,Base_Price
159,Base_Price
160,Base_Price
161,Base_Price
162,Base_Price
163,Price1
164,Base_Price
165,Price1
166,Base_Price
167,Price3
168,Base_Price
169,Price1
170,Base_Price
171,Price1
172,Price1
173,Base_Price
174,Base_Price
175,Base_Price
176,Price3
177,Base_Price
178,Price2
179,Price1
180,Price1
181,Base_Price
182,Price1
183,Base_Price
184,Base_Price
185,Price1
186,Price1
187,Base_Price
188,Price1
189,Price3
190,Base_Price
191,Price1
192,Base_Price
193,Base_Price
194,Base_Price
195,Base_Price
196,Base_Price
197,Price1
198,Base_Price
199,Base_Price
200,Price1
201,Price1
202,Base_Price
203,Base_Price
204,Base_Price
205,Price4
206,Base_Price
207,Price2
208,Base_Price
209,Base_Price
210,Price4
211,Base_Price
212,Price3
213,Base_Price
214,Price3
215,Base_Price
216,Base_Price
217,Price4
218,Price2
219,Base_Price
220,Base_Price
221,Base_Price
222,Price2
223,Price1
224,Base_Price
225,Price2
226,Price1
227,Base_Price
228,Base_Price
229,Price3
230,Base_Price
231,Price1
232,Base_Price
233,Base_Price
234,Price2
235,Price1
236,Price1
237,Base_Price
238,Price3
239,Price2
240,Price4
241,Price3
242,Price4
243,Base_Price
244,Price1
245,Price1
246,Price4
247,Base_Price
248,Base_Price
249,Base_Price
250,Price1
251,Price4
252,Base_Price
253,Price1
254,Price4
255,Price1
256,Price3
257,Price2
258,Price1
259,Price1
260,Price4
261,Base_Price
262,Price3
263,Base_Price
264,Base_Price
265,Price3
266,Price1
267,Price1
268,Base_Price
269,Price1
270,Base_Price
271,Base_Price
272,Price2
273,Base_Price
274,Base_Price
275,Price1
276,Base_Price
277,Base_Price
278,Price1
279,Base_Price
280,Price3
281,Base_Price
282,Price1
283,Base_Price
284,Base_Price
285,Base_Price
286,Base_Price
287,Price1
288,Base_Price
289,Price4
290,Base_Price
291,Price1
292,Base_Price
293,Price1
294,Price3
295,Price3
296,Base_Price
297,Price1
298,Base_Price
299,Price1
300,Price2
